City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
283,griffith,0,US,1647875513,52,41.5284,-87.4237,61.14,16.11
284,barra patuca,96,HN,1647875514,66,15.8,-84.2833,81.88,10.22
285,aksu,65,CN,1647875514,80,41.1231,80.2644,41.94,7.9
286,sioux lookout,93,CA,1647875516,84,50.1001,-91.917,29.8,10.94
287,andenes,75,NO,1647875517,65,69.3143,16.1194,39.18,26.46
288,srandakan,100,ID,1647875520,86,-7.9386,110.2506,79.11,7.43
289,kapit,100,MY,1647875520,100,2.0167,112.9333,73.54,2.21
290,mstera,9,RU,1647875521,77,56.3789,41.92,35.44,7.34
291,tura,14,IN,1647875521,41,25.5198,90.2201,77.34,4.79
292,manzhouli,17,CN,1647875523,81,49.6,117.4333,13.87,9.66
293,kavieng,69,PG,1647875524,77,-2.5744,150.7967,81.99,6.42
294,lagoa,85,PT,1647875525,59,39.05,-27.9833,56.61,28.07
295,waitati,100,NZ,1647875526,89,-45.75,170.5667,59.81,11.81
296,lianzhou,100,CN,1647875527,96,24.7811,112.3825,70.88,3.62
297,ketchikan,100,US,1647875527,87,55.3422,-131.6461,43.27,13.8
298,pitsunda,38,GE,1647875529,76,43.1592,40.3378,46.18,1.72
299,kuytun,66,RU,1647875529,98,54.3419,101.5036,6.33,1.28
300,cap-aux-meules,100,CA,1647875529,95,47.3821,-61.8597,29.44,17.29
301,christchurch,75,NZ,1647875415,94,-43.5333,172.6333,62.01,19.57
302,yanam,99,IN,1647875504,79,16.7333,82.2167,80.55,2.04
303,bilma,28,NE,1647875532,4,18.6853,12.9164,97.63,5.5
304,havre-saint-pierre,100,CA,1647875532,69,50.2334,-63.5986,30.56,9.22
305,badarpur,51,IN,1647875533,29,24.9,92.6,79.39,3.56
306,svetlaya,92,RU,1647875534,79,46.5389,138.3297,21.47,7.34
307,mazagao,100,BR,1647875534,96,-0.115,-51.2894,77.05,3.31
308,lebedinyy,100,RU,1647875536,95,58.5167,125.5167,16.79,17.27
309,umm lajj,0,SA,1647875538,57,25.0213,37.2685,72.95,6.29
310,bonavista,100,CA,1647875538,95,48.6499,-53.1147,31.37,31.05
311,moroni,96,KM,1647875538,81,-11.7022,43.2551,80.91,1.03
312,juneau,100,US,1647875539,95,58.3019,-134.4197,37.98,19.57
313,kaeo,11,NZ,1647875540,94,-35.1,173.7833,70.32,7.54
314,kurchum,97,KZ,1647875540,89,48.5722,83.6542,16.56,4.56
315,barcelona,40,ES,1647875542,72,41.3888,2.159,60.19,18.41
316,erzin,99,TR,1647875543,54,36.9559,36.2,48.97,2.17
317,carutapera,94,BR,1647875543,79,-1.195,-46.02,82.54,3.8
318,wexford,93,IE,1647875544,86,52.3342,-6.4575,54.21,13.69
319,zarinsk,86,RU,1647875544,94,53.7074,84.9493,13.68,5.91
320,mehamn,92,NO,1647875546,75,71.0357,27.8492,34.09,45.37
321,kanniyakumari,35,IN,1647875546,80,8.0833,77.5667,82.29,19.93
322,laranja da terra,57,BR,1647875546,48,-19.8989,-41.0567,88.05,1.95
323,khovu-aksy,43,RU,1647875547,89,51.1333,93.6,2.7,4.29
324,ayorou,3,NE,1647875547,8,14.7308,0.9174,104.99,6.64
325,pangnirtung,58,CA,1647875547,65,66.1451,-65.7125,-4.13,1.52
326,sarangani,100,PH,1647875494,75,5.4033,125.4636,82.69,15.39
327,mackay,66,AU,1647875550,73,-21.15,149.2,70.68,7.94
328,thunder bay,100,CA,1647875550,71,48.4001,-89.3168,33.3,3.0
329,ulladulla,1,AU,1647875495,89,-35.35,150.4667,58.77,4.59
330,caorle,0,IT,1647875551,30,45.5966,12.8758,62.42,2.82
331,port lincoln,100,AU,1647875551,81,-34.7333,135.8667,66.29,9.84
332,husavik,100,IS,1647875552,69,66.0449,-17.3389,33.22,5.03
333,consett,28,GB,1647875553,57,54.854,-1.8316,54.25,4.0
334,maceio,75,BR,1647875554,83,-9.6658,-35.7353,80.04,10.36
335,gravelbourg,1,CA,1647875554,53,49.8834,-106.5512,34.03,16.35
336,te anau,54,NZ,1647875411,92,-45.4167,167.7167,50.83,1.34
337,rizhao,100,CN,1647875556,86,35.4275,119.4553,38.37,1.16
338,araouane,16,ML,1647875556,8,18.9048,-3.5265,94.19,14.99
339,inuvik,75,CA,1647875557,76,68.3499,-133.7218,-15.84,0.0
340,ginda,0,IN,1647875558,28,30.6945,78.4932,58.17,7.83
341,faya,21,SA,1647875559,50,18.3851,42.4509,64.92,9.01
342,coquimbo,100,CL,1647875559,77,-29.9533,-71.3436,62.33,3.44
343,rozivka,4,UA,1647875564,63,46.9385,35.7724,47.35,11.88
344,norman wells,100,CA,1647875565,96,65.282,-126.8329,-4.49,7.78
345,vila do maio,17,CV,1647875566,72,15.1333,-23.2167,75.99,16.55
346,uromi,49,NG,1647875566,22,6.7,6.3333,99.25,3.33
347,grants pass,100,US,1647875567,83,42.439,-123.3284,43.25,0.0
348,polunochnoye,89,RU,1647875569,81,60.8697,60.4153,24.78,11.14
349,mogadishu,3,SO,1647875569,75,2.0371,45.3438,80.29,12.1
350,gillette,0,US,1647875569,85,44.2911,-105.5022,29.1,14.97
351,yumen,100,CN,1647875570,47,40.2833,97.2,39.09,4.47
352,toledo,98,ES,1647875570,59,39.8333,-4.0,61.32,15.77
353,narsaq,0,GL,1647875571,45,60.9167,-46.05,16.02,1.05
354,port hardy,100,CA,1647875571,90,50.6996,-127.4199,42.84,18.25
355,yeppoon,22,AU,1647875573,76,-23.1333,150.7333,69.58,7.65
356,vostok,98,RU,1647875573,97,46.4856,135.8833,18.32,1.83
357,akdagmadeni,99,TR,1647875573,86,39.6603,35.8836,25.21,7.45
358,kabompo,97,ZM,1647875575,89,-13.5927,24.2008,71.08,5.55
359,astana,100,KZ,1647875575,79,51.1801,71.446,15.75,26.84
360,khed brahma,2,IN,1647875575,12,24.0333,73.05,85.6,8.77
361,krasnogorskiy,50,RU,1647875576,89,54.6025,61.231,24.82,11.43
362,tual,100,ID,1647875496,73,-5.6667,132.75,84.54,17.0
363,hami,66,CN,1647875486,53,42.8,93.45,40.33,4.25
364,udarnyy,22,RU,1647875577,77,54.3409,42.8611,36.28,12.44
365,khorramshahr,63,IR,1647875577,14,30.4397,48.1664,74.77,7.31
366,nioki,100,CD,1647875578,87,-2.7167,17.6833,74.84,4.72
367,rodrigues alves,100,BR,1647875579,97,-7.738,-72.6509,73.81,2.93
368,braco do norte,95,BR,1647875579,91,-28.275,-49.1656,71.56,1.72
369,hereford,78,GB,1647875579,67,52.0568,-2.7148,59.76,1.01
370,hay river,100,CA,1647875580,94,60.8156,-115.7999,18.41,13.22
371,salina,100,US,1647875580,39,38.8403,-97.6114,60.93,19.57
372,nelson bay,7,AU,1647875581,93,-32.7167,152.15,64.0,4.29
373,college,20,US,1647875582,55,64.8569,-147.8028,-2.25,4.61
374,pakdasht,100,IR,1647875582,19,35.4752,51.6807,66.2,4.72
375,parrita,100,CR,1647875583,48,9.5201,-84.3225,85.23,3.58
376,iroquois falls,51,CA,1647875583,79,48.7669,-80.6831,20.64,10.74
377,campos belos,27,BR,1647875584,42,-13.0367,-46.7717,87.35,5.48
378,duzce,98,TR,1647875584,91,40.8389,31.1639,37.17,5.7
379,obihiro,13,JP,1647875314,88,42.9172,143.2044,13.28,3.33
380,reidsville,0,US,1647875585,33,36.3549,-79.6645,61.86,3.44
381,mtwara,61,TZ,1647875585,85,-10.2667,40.1833,80.02,10.94
382,jaguey grande,1,CU,1647875587,48,22.5269,-81.1286,85.08,12.57
383,nouadhibou,0,MR,1647875587,78,20.931,-17.0347,64.27,23.31
384,kihei,100,US,1647875588,83,20.785,-156.4656,73.42,3.44
385,abu samrah,100,SY,1647875588,47,35.3029,37.1841,44.71,10.8
386,madina,96,GH,1647875394,53,5.6823,-0.1641,90.18,12.97
387,mata,100,PT,1647875589,89,40.683,-7.4592,51.6,11.56
388,madang,80,PG,1647875589,85,-5.2246,145.7966,77.29,3.96
389,creutzwald,5,FR,1647875590,35,49.2,6.6833,64.99,2.98
390,maldonado,3,UY,1647875591,38,-34.6667,-54.9167,71.22,17.05
391,rundu,100,NA,1647875592,66,-17.9333,19.7667,77.4,3.31
392,terney,65,RU,1647875592,68,45.0503,136.6092,26.6,5.57
393,rawson,31,AR,1647875593,36,-43.3002,-65.1023,69.46,25.79
394,padampur,0,IN,1647875593,9,29.6833,73.6167,85.12,8.23
395,privolzhye,82,RU,1647875593,77,52.8649,48.6044,30.81,16.51
396,jamame,5,SO,1647875594,67,0.0722,42.7506,81.63,10.92
397,cap malheureux,29,MU,1647875595,86,-19.9842,57.6142,80.47,3.0
398,sokoto,100,NG,1647875404,8,13.0609,5.239,102.36,8.72
399,northam,100,GB,1647875597,78,51.0333,-4.2167,62.26,15.79
400,kempten,8,DE,1647875597,42,47.7267,10.3139,59.47,7.9
401,kenai,0,US,1647875598,86,60.5544,-151.2583,27.14,0.0
402,weston,75,US,1647875598,63,26.1004,-80.3998,79.02,17.27
403,kosh-agach,37,RU,1647875598,84,50.0,88.6667,-5.3,4.29
404,livingston,0,GB,1647875599,63,55.9029,-3.5226,56.12,9.22
405,laguna,0,US,1647875599,75,38.421,-121.4238,52.77,4.61
406,umm kaddadah,15,SD,1647875600,3,13.6017,26.6876,95.74,8.81
407,aranos,34,NA,1647875410,29,-24.1333,19.1167,85.15,6.62
408,acapulco,0,MX,1647875600,54,16.8634,-99.8901,82.22,3.44
409,korla,28,CN,1647875601,64,41.7597,86.1469,44.78,6.73
410,tilichiki,100,RU,1647875602,98,60.4667,166.1,30.79,19.04
411,tezu,6,IN,1647875602,34,27.9167,96.1667,77.11,4.79
412,necochea,100,AR,1647875602,74,-38.5473,-58.7368,59.49,15.43
413,kungurtug,67,RU,1647875345,91,50.5994,97.5228,4.32,2.66
414,lucea,44,JM,1647875603,66,18.451,-78.1736,82.85,12.08
415,zhuanghe,3,CN,1647875603,47,39.7008,122.9911,36.9,5.06
416,gander,100,CA,1647875604,100,48.9682,-54.5906,30.16,28.99
417,richards bay,100,ZA,1647875604,60,-28.783,32.0377,75.0,10.8
418,manono,95,CD,1647875604,88,-7.3,27.4167,79.66,2.1
419,saint-louis,2,SN,1647875605,8,16.3333,-15.0,99.86,7.05
420,gamba,84,GA,1647875605,74,-2.65,10.0,81.45,7.65
421,maddaloni,20,IT,1647875606,30,41.04,14.3768,59.2,12.66
422,khandyga,99,RU,1647875608,100,62.6667,135.6,-10.14,2.21
423,ngunguru,26,NZ,1647875608,86,-35.6167,174.5,68.77,11.77
424,harper,98,LR,1647875609,65,4.375,-7.7169,84.85,8.46
425,west bay,75,KY,1647875609,79,19.3667,-81.4167,84.27,8.05
426,pestravka,95,RU,1647875611,81,52.405,49.9583,29.66,14.65
427,saint-pierre,75,RE,1647875611,82,-21.3393,55.4781,80.28,17.27
428,aviles,0,ES,1647875612,42,43.5547,-5.9248,69.19,10.36
429,sindou,98,BF,1647875612,47,10.6667,-5.1667,88.34,8.32
430,yokadouma,72,CM,1647875613,23,3.5167,15.05,97.81,3.22
431,dongying,100,CN,1647875614,42,37.4564,118.4856,43.59,2.44
432,almaznyy,65,RU,1647875614,87,48.0448,40.045,37.85,13.35
433,codrington,86,AU,1647875615,88,-38.2667,141.9667,58.71,3.18
434,chapais,100,CA,1647875615,82,49.7834,-74.8492,17.38,13.53
435,kudahuvadhoo,69,MV,1647875615,67,2.6708,72.8944,83.88,15.57
436,leh,10,IN,1647875617,63,34.1667,77.5833,20.95,2.91
437,pisco,0,PE,1647875617,78,-13.7,-76.2167,72.01,5.75
438,komsomolskiy,100,UZ,1647875617,54,40.4272,71.7189,52.02,4.29
439,kissidougou,70,GN,1647875618,27,9.1848,-10.0999,96.78,4.9
440,jiayuguan,93,CN,1647875618,38,39.8167,98.3,37.78,6.38
441,gayeri,27,BF,1647875618,12,12.6497,0.4931,104.4,5.84
442,mae hong son,99,TH,1647875403,86,19.3003,97.9685,75.96,1.79
443,chipinge,10,ZW,1647875619,50,-20.1883,32.6236,70.86,7.07
444,starovelichkovskaya,55,RU,1647875619,53,45.4288,38.7326,42.49,5.95
445,vanimo,98,PG,1647875620,84,-2.6741,141.3028,77.92,2.1
446,nipawin,100,CA,1647875620,100,53.3668,-104.0009,33.84,11.5
447,albemarle,0,US,1647875620,36,35.3501,-80.2001,64.62,6.91
448,orion,100,PH,1647875545,77,14.6206,120.5817,84.18,7.0
449,fare,4,PF,1647875621,75,-16.7,-151.0167,81.01,19.06
450,chara,48,RU,1647875622,79,56.9064,118.2631,5.86,2.37
451,konya,99,TR,1647875622,60,38.1667,32.5,31.48,11.72
452,kavaratti,18,IN,1647875622,67,10.5669,72.642,82.27,11.41
453,carmen,0,MX,1647875624,74,18.6333,-91.8333,80.64,14.97
454,lloydminster,43,CA,1647875624,83,53.2835,-110.0016,23.5,10.92
455,yar-sale,13,RU,1647875624,97,66.8333,70.8333,0.32,10.18
456,campbellton,94,CA,1647875625,93,48.0075,-66.6727,32.59,10.51
457,baglan,31,AF,1647875627,52,36.1307,68.7083,63.66,6.51
458,newcastleton,33,GB,1647875629,53,55.1796,-2.8127,54.03,5.12
459,akyab,78,MM,1647875629,80,20.15,92.9,78.24,0.49
460,geraldton,0,AU,1647875452,78,-28.7667,114.6,70.21,14.97
461,vanavara,100,RU,1647875631,93,60.34,102.2797,20.25,9.46
462,cidreira,92,BR,1647875633,60,-30.1811,-50.2056,70.27,15.03
463,doha,56,QA,1647875633,22,25.2867,51.5333,80.58,8.05
464,high level,20,CA,1647875634,86,58.5169,-117.136,19.51,13.8
465,barcelos,82,PT,1647875634,55,41.5388,-8.6151,66.85,6.44
466,lukoyanov,8,RU,1647875634,75,55.0277,44.4786,30.88,13.53
467,dromolaxia,20,CY,1647875635,40,34.8761,33.586,55.06,16.11
468,lompoc,0,US,1647875636,83,34.6391,-120.4579,54.93,25.01
469,juegang,100,CN,1647875636,91,32.3174,121.1855,43.92,15.32
470,pangai,100,TO,1647875638,79,-19.8,-174.35,81.97,18.75
471,calvinia,83,ZA,1647875638,34,-31.4707,19.776,80.24,2.91
472,kalna,49,IN,1647875639,56,23.2167,88.3667,82.53,12.12
473,henties bay,11,NA,1647875641,76,-22.116,14.2845,71.2,5.75
474,muroto,100,JP,1647875587,85,33.2833,134.15,50.16,7.72
475,new richmond,0,US,1647875643,53,45.123,-92.5366,52.11,11.5
476,tiruchchendur,20,IN,1647875645,72,8.4833,78.1167,84.63,13.35
477,kristiansund,0,NO,1647875646,53,63.1115,7.732,50.05,8.05
478,longhua,17,CN,1647875648,90,23.6137,114.1919,73.72,2.73
479,meulaboh,95,ID,1647875648,81,4.1363,96.1285,78.82,1.99
480,bronnoysund,75,NO,1647875649,76,65.4625,12.1997,44.6,9.22
481,yambio,50,SS,1647875650,28,4.5721,28.3955,92.79,2.19
482,alice springs,0,AU,1647875651,32,-23.7,133.8833,69.35,4.61
483,san patricio,100,US,1647875652,85,28.017,-97.5169,74.89,23.49
484,camacha,20,PT,1647875652,59,33.0833,-16.3333,60.22,10.36
485,huejuquilla el alto,6,MX,1647875653,10,22.6,-103.8667,59.86,3.78
486,talara,40,PE,1647875653,54,-4.5772,-81.2719,81.36,21.85
487,lillooet,99,CA,1647875653,85,50.6856,-121.942,36.84,3.96
488,ouargaye,86,BF,1647875654,20,11.5033,0.0572,101.37,2.44
489,qasigiannguit,7,GL,1647875654,68,68.8193,-51.1922,-0.15,2.84
490,anta,0,IN,1647875655,13,25.15,76.3,87.78,1.39
491,seoul,100,KR,1647875464,38,37.5683,126.9778,38.64,3.29
492,riyadh,0,SA,1647875595,12,24.6877,46.7219,84.34,13.62
493,ormara,0,PK,1647875656,75,25.2088,64.6357,76.44,12.59
494,babol,100,IR,1647875657,87,36.5513,52.679,46.47,4.85
495,gazli,61,UZ,1647875658,48,40.1333,63.45,47.8,5.7
496,la ronge,100,CA,1647875659,100,55.1001,-105.2842,32.22,12.66
497,quimper,0,FR,1647875659,67,48.0,-4.1,64.96,14.97
498,marrakesh,40,MA,1647875660,46,31.6315,-8.0083,69.87,5.75
499,turan,75,VN,1647875551,94,16.0678,108.2208,76.98,3.44
500,constitucion,0,CL,1647875661,65,-35.3333,-72.4167,64.49,11.03
501,tecoanapa,0,MX,1647875661,37,16.5167,-98.75,83.08,1.57
502,bougouni,100,ML,1647875661,22,11.417,-7.479,101.26,5.93
503,gurlan,25,UZ,1647875662,33,41.8447,60.3919,44.51,5.41
504,bereznik,91,RU,1647875664,93,62.8551,42.7072,30.83,4.05
505,presidencia roque saenz pena,6,AR,1647875665,32,-26.7852,-60.4388,88.09,10.4
506,grand-lahou,100,CI,1647875665,69,5.1367,-5.0242,82.94,5.75
507,oneida,0,US,1647875666,74,43.2001,-75.4663,43.95,14.97
508,fukue,100,JP,1647875667,89,32.6881,128.8419,49.59,27.13
509,ambagarh chauki,83,IN,1647875668,16,20.7833,80.7167,84.72,1.39
510,bolshoye nagatkino,73,RU,1647875668,79,54.5196,47.9679,28.02,15.21
511,aden,23,YE,1647875668,69,12.7794,45.0367,79.75,13.31
512,sampang,100,ID,1647875404,83,-7.1872,113.2394,79.54,2.68
513,lesnoye,18,RU,1647875670,92,58.2841,35.5158,38.23,4.03
514,rassvet,8,RU,1647875670,68,46.8333,40.75,41.25,6.08
515,glens falls,74,US,1647875670,62,43.3095,-73.644,48.06,13.58
516,natal,100,BR,1647875671,94,-5.795,-35.2094,77.65,10.36
517,boshnyakovo,95,RU,1647875671,76,49.6333,142.1667,19.94,12.73
518,westport,0,US,1647875671,46,41.1415,-73.3579,55.36,12.66
519,lavrentiya,73,RU,1647875671,90,65.5833,-171.0,-7.83,3.38
520,antsohihy,95,MG,1647875672,91,-14.8796,47.9875,77.81,3.2
521,luwuk,100,ID,1647875437,79,-0.9516,122.7875,77.92,3.02
522,north platte,75,US,1647875672,55,41.1239,-100.7654,42.69,28.01
523,kungur,94,RU,1647875673,79,57.4368,56.9593,27.14,16.28
524,surskoye,71,RU,1647875673,74,54.4821,46.7214,29.62,12.5
525,olinda,40,BR,1647875674,70,-8.0089,-34.8553,85.73,11.5
526,paracuru,72,BR,1647875674,70,-3.41,-39.0306,83.1,10.71
527,bol,29,TD,1647875674,47,13.4586,14.7147,81.88,11.54
528,opuwo,79,NA,1647875676,46,-18.0607,13.84,82.49,12.86
529,dong hoi,58,VN,1647875677,88,17.4833,106.6,77.34,5.95
530,george town,20,MY,1647875409,65,5.4112,100.3354,82.33,2.3
531,biak,100,ID,1647875677,78,-0.9131,122.8766,76.3,3.04
532,cameron park,74,US,1647875678,60,38.6688,-120.9872,55.33,2.44
533,tayshet,66,RU,1647875678,96,55.9342,98.0044,10.33,4.43
534,fengzhen,18,CN,1647875565,57,40.4394,113.1536,27.1,2.84
535,pasighat,15,IN,1647875680,53,28.0667,95.3333,75.16,7.38
536,ixtapa,20,MX,1647875681,77,20.7,-105.2,63.63,4.61
537,avera,0,US,1647875682,43,33.194,-82.5271,63.55,10.78
538,bubaque,11,GW,1647875683,60,11.2833,-15.8333,77.43,12.73
539,tigre,0,AR,1647875684,62,-34.426,-58.5796,69.75,17.27
540,inhambane,40,MZ,1647875684,61,-23.865,35.3833,78.78,6.91
541,pinotepa nacional,0,MX,1647875685,34,16.3167,-98.0167,85.41,3.56
542,tanete,100,ID,1647875686,95,-3.9443,119.7848,75.34,0.96
543,ende,95,ID,1647875496,88,-8.8432,121.6623,78.6,1.81
544,lenauheim,0,RO,1647875686,27,45.8719,20.7994,57.02,9.53
545,nizhneudinsk,96,RU,1647875688,98,54.9076,99.0276,18.09,3.11
546,svetlogorsk,4,BY,1647875688,60,52.6333,29.7333,50.04,6.89
547,ahipara,22,NZ,1647875688,94,-35.1667,173.1667,65.26,7.94
548,dhidhdhoo,0,MV,1647875689,70,6.8833,73.1,82.78,14.36
549,sebring,0,US,1647875689,57,27.4956,-81.4409,75.78,14.97
550,ganzhou,99,CN,1647875690,91,28.8184,115.4327,48.27,8.93
551,at-bashi,57,KG,1647875691,72,41.1702,75.8106,27.57,3.36
552,irbeyskoye,79,RU,1647875691,94,55.6428,95.4522,11.08,3.67
553,springfield,20,US,1647875691,45,37.2153,-93.2982,62.87,17.27
554,chemal,44,RU,1647875692,89,51.4111,86.005,12.34,5.41
555,linqu,100,CN,1647875692,47,36.5156,118.5397,40.5,1.54
556,san rafael,11,AR,1647875692,43,-34.6177,-68.3301,69.48,8.43
557,kutum,7,SD,1647875693,4,14.2,24.6667,90.93,5.79
558,eureka,72,US,1647875693,60,40.8021,-124.1637,38.01,3.09
559,muzambinho,100,BR,1647875693,77,-21.3758,-46.5256,68.45,8.99
560,ust-ishim,87,RU,1647875696,97,57.6935,71.1665,18.95,3.53
561,anadyr,100,RU,1647875697,85,64.75,177.4833,23.5,24.61
562,comodoro rivadavia,0,AR,1647875698,42,-45.8667,-67.5,67.86,11.5
563,valparaiso,0,CL,1647875699,35,-33.0393,-71.6273,75.43,17.27
564,portland,100,US,1647875509,92,45.5234,-122.6762,44.83,8.05
565,pyapon,100,MM,1647875699,91,16.2833,95.6833,76.19,9.51
566,sayyan,33,YE,1647875700,36,15.1718,44.3244,67.69,10.42
567,yinchuan,99,CN,1647875636,18,38.4681,106.2731,48.42,7.47
